,FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2,ID_CARGA,DOSIS_3
36651,24MAY2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,8,,66.0
36656,24MAY2022:00:00:00,51 a 60,M,AstraZeneca,Público,1,1,,18.0
36657,24MAY2022:00:00:00,51 a 60,M,Moderna,Público,3,4,,36.0
36658,24MAY2022:00:00:00,51 a 60,M,Sputnik,Público,0,0,,0.0
36659,24MAY2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,3,4,,50.0
36664,08JAN2022:00:00:00,61 a 70,M,Sputnik,Público,0,11,,0.0
36665,08JAN2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,425.0
36671,08JAN2022:00:00:00,71 a 80,M,AstraZeneca,Público,7,2,,836.0
36672,08JAN2022:00:00:00,71 a 80,M,Sinopharm,Público,1,1,,0.0
36673,08JAN2022:00:00:00,71 a 80,M,Sputnik,Público,0,2,,1.0
36674,08JAN2022:00:00:00,71 a 80,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0.0
36675,08JAN2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,597.0
36679,12FEB2023:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,2,,1.0
36680,12FEB2023:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) Bivalente, vial x 6 dosis (0.3ml)",Público,0,0,,14.0
36681,12FEB2023:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,4,1,,4.0
36685,12FEB2023:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0.0
36686,12FEB2023:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) Bivalente, vial x 6 dosis (0.3ml)",Público,0,0,,8.0
36690,12FEB2023:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
36691,12FEB2023:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) Bivalente, vial x 6 dosis (0.3ml)",Público,0,0,,3.0
36692,25NOV2022:00:00:00,31 a 40,M,AstraZeneca,Público,0,0,,1.0
36696,09DEC2022:00:00:00,30 o menos,M,Moderna,Público,19,8,,68.0
36697,09DEC2022:00:00:00,30 o menos,M,Sinopharm,Público,0,1,,0.0
36698,09DEC2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,0,0,,0.0
36700,09DEC2022:00:00:00,31 a 40,M,AstraZeneca,Público,0,0,,0.0
36701,09DEC2022:00:00:00,31 a 40,M,Moderna,Público,2,4,,16.0
36703,09DEC2022:00:00:00,41 a 50,M,Moderna,Público,1,3,,11.0
36705,09DEC2022:00:00:00,51 a 60,M,Moderna,Público,0,0,,12.0
36707,09DEC2022:00:00:00,61 a 70,M,Moderna,Público,1,1,,4.0
36710,09DEC2022:00:00:00,71 a 80,M,Moderna,Público,0,1,,4.0
36712,09DEC2022:00:00:00,81 a 90,M,Moderna,Público,0,1,,2.0
36714,09DEC2022:00:00:00,91 o mas,M,Moderna,Público,0,0,,0.0
36717,09FEB2023:00:00:00,91 o mas,M,Moderna,Público,0,0,,0.0
36718,09FEB2023:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
36719,09FEB2023:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) Bivalente, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
36720,20DEC2021:00:00:00,30 o menos,M,Moderna,Público,0,1,,0.0
36725,20FEB2023:00:00:00,30 o menos,M,Moderna,Público,8,6,,6.0
36726,20FEB2023:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,4,2,,1.0
36727,20FEB2023:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) Bivalente, vial x 6 dosis (0.3ml)",Público,0,0,,10.0
36728,20FEB2023:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,1,0,,2.0
36731,20FEB2023:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0.0
36732,20FEB2023:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) Bivalente, vial x 6 dosis (0.3ml)",Público,0,0,,3.0
36735,20FEB2023:00:00:00,41 a 50,M,Moderna,Público,0,0,,0.0
36736,20FEB2023:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
36737,20FEB2023:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) Bivalente, vial x 6 dosis (0.3ml)",Público,0,0,,2.0
36740,20FEB2023:00:00:00,51 a 60,M,Moderna,Público,0,0,,0.0
36741,20FEB2023:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) Bivalente, vial x 6 dosis (0.3ml)",Público,0,0,,2.0
36743,20FEB2023:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) Bivalente, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
36746,11FEB2023:00:00:00,30 o menos,M,Moderna,Público,7,7,,10.0
36747,11FEB2023:00:00:00,30 o menos,M,Sinopharm,Público,0,2,,0.0
36748,11FEB2023:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,5,,1.0
36749,11FEB2023:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) Bivalente, vial x 6 dosis (0.3ml)",Público,0,0,,14.0
36750,02MAR2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,0,1,,0.0
36757,09JUN2022:00:00:00,30 o menos,M,AstraZeneca,Público,2,2,,1.0
36758,09JUN2022:00:00:00,30 o menos,M,Moderna,Público,28,53,,268.0
36759,09JUN2022:00:00:00,30 o menos,M,Sinopharm,Público,16,34,,0.0
36760,09JUN2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,4,6,,26.0
36761,09JUN2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,5,1,,292.0
36765,09JUN2022:00:00:00,31 a 40,M,AstraZeneca,Público,0,0,,2.0
36766,09JUN2022:00:00:00,31 a 40,M,Moderna,Público,16,26,,110.0
36767,09JUN2022:00:00:00,31 a 40,M,Sinopharm,Público,0,1,,0.0
36768,09JUN2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,2,,8.0
36775,26AUG2022:00:00:00,30 o menos,M,Moderna,Público,125,29,,528.0
36776,26AUG2022:00:00:00,30 o menos,M,Sinopharm,Público,9,24,,0.0
36780,26AUG2022:00:00:00,31 a 40,M,Moderna,Público,8,12,,63.0
36781,26AUG2022:00:00:00,31 a 40,M,Sinopharm,Público,0,1,,0.0
36784,26AUG2022:00:00:00,41 a 50,M,Moderna,Público,4,6,,33.0
36786,26AUG2022:00:00:00,51 a 60,M,Moderna,Público,0,1,,16.0
36788,26AUG2022:00:00:00,61 a 70,M,Moderna,Público,0,0,,6.0
36790,26AUG2022:00:00:00,71 a 80,M,Moderna,Público,0,0,,1.0
36792,26AUG2022:00:00:00,81 a 90,M,Moderna,Público,0,0,,0.0
36794,26AUG2022:00:00:00,91 o mas,M,Moderna,Público,1,0,,0.0
36795,29NOV2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
36798,29NOV2022:00:00:00,81 a 90,M,Moderna,Público,0,0,,1.0
36799,29NOV2022:00:00:00,81 a 90,M,Sinopharm,Público,0,1,,0.0
36800,29NOV2022:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
36803,29NOV2022:00:00:00,91 o mas,M,Moderna,Público,0,0,,0.0
36804,29NOV2022:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
36805,30DEC2022:00:00:00,41 a 50,M,Moderna,Público,2,6,,42.0
36807,30DEC2022:00:00:00,51 a 60,M,Moderna,Público,3,0,,10.0
36810,30DEC2022:00:00:00,61 a 70,M,Moderna,Público,1,1,,6.0
36812,30DEC2022:00:00:00,71 a 80,M,Moderna,Público,2,0,,1.0
36814,30DEC2022:00:00:00,81 a 90,M,Moderna,Público,0,0,,3.0
36816,30DEC2022:00:00:00,91 o mas,M,Moderna,Público,1,0,,0.0
36820,14JAN2023:00:00:00,30 o menos,M,Moderna,Público,34,8,,78.0
36821,14JAN2023:00:00:00,30 o menos,M,Sinopharm,Público,1,5,,0.0
36822,14JAN2023:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,0,0,,0.0
36824,14JAN2023:00:00:00,31 a 40,M,Moderna,Público,2,3,,19.0
36826,14JAN2023:00:00:00,41 a 50,M,Moderna,Público,0,0,,14.0
36828,14JAN2023:00:00:00,51 a 60,M,Moderna,Público,0,0,,8.0
36830,14JAN2023:00:00:00,61 a 70,M,Moderna,Público,0,0,,4.0
36832,14JAN2023:00:00:00,71 a 80,M,Moderna,Público,0,0,,0.0
36834,14JAN2023:00:00:00,81 a 90,M,Moderna,Público,0,0,,1.0
36836,14JAN2023:00:00:00,91 o mas,M,Moderna,Público,0,0,,0.0
36839,08FEB2023:00:00:00,81 a 90,M,Moderna,Público,0,0,,0.0
36840,08FEB2023:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
36841,08FEB2023:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) Bivalente, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
36845,08FEB2023:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
36846,08FEB2023:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) Bivalente, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
36849,12FEB2023:00:00:00,51 a 60,M,Moderna,Público,0,0,,0.0
36850,12FEB2023:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
36851,12FEB2023:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) Bivalente, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
36853,12FEB2023:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0.0
36854,12FEB2023:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) Bivalente, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
36857,12FEB2023:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
36858,12FEB2023:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) Bivalente, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
36861,12FEB2023:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) Bivalente, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
36863,12FEB2023:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) Bivalente, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
36864,05MAY2022:00:00:00,81 a 90,M,AstraZeneca,Público,0,0,,0.0
36865,26SEP2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,0,0,,1.0
36866,21DEC2022:00:00:00,30 o menos,M,AstraZeneca,Público,1,0,,0.0
36868,09JAN2023:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
36869,13JAN2023:00:00:00,30 o menos,M,AstraZeneca,Público,0,1,,0.0
36870,17JAN2023:00:00:00,31 a 40,M,AstraZeneca,Público,0,1,,0.0
36871,10FEB2023:00:00:00,30 o menos,M,AstraZeneca,Público,0,0,,1.0
36872,10FEB2023:00:00:00,31 a 40,M,AstraZeneca,Público,0,0,,1.0
36878,14MAY2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,0,0,,1.0
36879,14MAY2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,0.0
36880,05JUL2022:00:00:00,31 a 40,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,0.0
36883,05OCT2022:00:00:00,31 a 40,M,AstraZeneca,Público,0,1,,0.0
36887,24NOV2022:00:00:00,31 a 40,M,AstraZeneca,Público,0,0,,1.0
36889,26DEC2022:00:00:00,31 a 40,M,Moderna,Privado,0,0,,1.0
36890,23MAR2022:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,3.0
36893,29NOV2021:00:00:00,31 a 40,M,AstraZeneca,Privado,0,0,,0.0
36894,15DEC2021:00:00:00,41 a 50,M,AstraZeneca,Privado,0,0,,1.0
36905,31MAR2022:00:00:00,30 o menos,M,AstraZeneca,Público,3,5,,50.0
36906,31MAR2022:00:00:00,30 o menos,M,Moderna,Público,11,25,,92.0
36907,31MAR2022:00:00:00,30 o menos,M,Sinopharm,Público,67,162,,0.0
36908,31MAR2022:00:00:00,30 o menos,M,Sputnik,Público,0,15,,13.0
36912,24JUN2022:00:00:00,91 o mas,M,AstraZeneca,Público,0,0,,0.0
36913,24JUN2022:00:00:00,91 o mas,M,Moderna,Público,0,0,,1.0
36914,24JUN2022:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
36920,11JUL2022:00:00:00,30 o menos,M,Moderna,Privado,0,0,,0.0
36921,11JUL2022:00:00:00,30 o menos,M,Moderna,Público,11,36,,169.0
36922,13OCT2022:00:00:00,61 a 70,M,Moderna,Público,0,1,,1.0
36924,13OCT2022:00:00:00,71 a 80,M,Moderna,Público,1,0,,1.0
36926,13OCT2022:00:00:00,81 a 90,M,Moderna,Público,0,0,,1.0
36929,02MAY2022:00:00:00,41 a 50,M,AstraZeneca,Público,0,0,,0.0
36930,09MAY2022:00:00:00,31 a 40,M,AstraZeneca,Público,1,0,,0.0
36932,02AUG2022:00:00:00,31 a 40,M,AstraZeneca,Público,0,1,,0.0
36936,14OCT2022:00:00:00,30 o menos,M,Moderna,Público,40,33,,31.0
36937,14OCT2022:00:00:00,30 o menos,M,Sinopharm,Público,0,1,,0.0
36938,14OCT2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
36939,14OCT2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,0,1,,0.0
36945,14OCT2022:00:00:00,31 a 40,M,Moderna,Público,6,2,,6.0
36946,14OCT2022:00:00:00,31 a 40,M,Sinopharm,Público,0,0,,1.0
36947,14OCT2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
36950,14OCT2022:00:00:00,41 a 50,M,Moderna,Público,5,4,,22.0
36953,14OCT2022:00:00:00,51 a 60,M,Moderna,Público,0,3,,10.0
36954,14OCT2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
36957,14OCT2022:00:00:00,61 a 70,M,Moderna,Público,1,0,,2.0
36959,14OCT2022:00:00:00,71 a 80,M,Moderna,Público,0,1,,4.0
36961,14OCT2022:00:00:00,81 a 90,M,Moderna,Público,0,0,,0.0
36966,16OCT2022:00:00:00,30 o menos,M,Moderna,Público,9,5,,13.0
36967,16OCT2022:00:00:00,30 o menos,M,Sinopharm,Público,0,1,,0.0
36969,16OCT2022:00:00:00,31 a 40,M,Moderna,Público,0,2,,2.0
36971,16OCT2022:00:00:00,41 a 50,M,Moderna,Público,1,1,,5.0
36973,16OCT2022:00:00:00,51 a 60,M,Moderna,Público,0,0,,3.0
36975,16OCT2022:00:00:00,61 a 70,M,Moderna,Público,0,0,,2.0
36977,16OCT2022:00:00:00,71 a 80,M,Moderna,Público,0,0,,0.0
36979,16OCT2022:00:00:00,81 a 90,M,Moderna,Público,0,0,,0.0
36982,30JUN2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,1,,0.0
36988,27OCT2022:00:00:00,30 o menos,M,Moderna,Público,35,28,,36.0
36989,27OCT2022:00:00:00,30 o menos,M,Sinopharm,Público,1,3,,0.0
36992,21DEC2021:00:00:00,41 a 50,M,AstraZeneca,Público,53,55,,3793.0
36993,21DEC2021:00:00:00,41 a 50,M,Sinopharm,Público,56,35,,1.0
36994,21DEC2021:00:00:00,41 a 50,M,Sputnik,Público,4,82,,0.0
36995,21DEC2021:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,616.0
37000,21DEC2021:00:00:00,51 a 60,M,AstraZeneca,Público,30,42,,221.0
37001,21DEC2021:00:00:00,51 a 60,M,Sinopharm,Público,29,22,,0.0
37002,21DEC2021:00:00:00,51 a 60,M,Sputnik,Público,0,33,,1.0
37003,21DEC2021:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,1,,2096.0
37008,21DEC2021:00:00:00,61 a 70,M,AstraZeneca,Público,10,10,,154.0
37009,21DEC2021:00:00:00,61 a 70,M,Sinopharm,Público,9,9,,0.0
37010,21DEC2021:00:00:00,61 a 70,M,Sputnik,Público,0,15,,2.0
37011,21DEC2021:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,176.0
37019,14JUL2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,0,,0.0
37022,12AUG2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,2,,0.0
37023,01NOV2021:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,2,0,,0.0
37024,01JAN2022:00:00:00,30 o menos,M,AstraZeneca,Público,0,1,,0.0
37025,01JAN2022:00:00:00,41 a 50,M,AstraZeneca,Público,0,2,,1.0
37027,21JAN2022:00:00:00,41 a 50,M,AstraZeneca,Privado,0,0,,1.0
37029,21JAN2022:00:00:00,61 a 70,M,AstraZeneca,Privado,0,0,,1.0
37030,21JAN2022:00:00:00,71 a 80,M,AstraZeneca,Privado,0,0,,3.0
37032,21JAN2022:00:00:00,81 a 90,M,AstraZeneca,Privado,0,0,,3.0
37034,21JAN2022:00:00:00,91 o mas,M,AstraZeneca,Privado,0,0,,1.0
37040,22JAN2022:00:00:00,30 o menos,M,AstraZeneca,Público,1,4,,1.0
37041,22JAN2022:00:00:00,30 o menos,M,Moderna,Público,3,2,,95.0
37042,22JAN2022:00:00:00,30 o menos,M,Sinopharm,Público,390,298,,0.0
37043,22JAN2022:00:00:00,30 o menos,M,Sputnik,Público,0,127,,0.0
37044,22JAN2022:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,5,0,,995.0
37045,22JAN2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,59,108,,66.0
37052,22JAN2022:00:00:00,31 a 40,M,Moderna,Público,0,6,,308.0
37053,22JAN2022:00:00:00,31 a 40,M,Sinopharm,Público,77,35,,0.0
37054,22JAN2022:00:00:00,31 a 40,M,Sputnik,Público,0,54,,1.0
37055,22JAN2022:00:00:00,31 a 40,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,201.0
37056,22JAN2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,41,,146.0
37063,22JAN2022:00:00:00,41 a 50,M,AstraZeneca,Público,1,2,,4.0
37064,22JAN2022:00:00:00,41 a 50,M,Moderna,Público,1,0,,1797.0
37065,22JAN2022:00:00:00,41 a 50,M,Sinopharm,Público,52,21,,0.0
37066,22JAN2022:00:00:00,41 a 50,M,Sputnik,Público,0,17,,0.0
37067,22JAN2022:00:00:00,41 a 50,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,59.0
37068,22JAN2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,35,,1687.0
37075,22JAN2022:00:00:00,51 a 60,M,AstraZeneca,Público,1,1,,0.0
37076,22JAN2022:00:00:00,51 a 60,M,Moderna,Público,0,0,,274.0
37078,12JUN2021:00:00:00,31 a 40,M,Sinopharm,Público,1,0,,0.0
37085,26NOV2021:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,2,,0.0
37086,11JAN2022:00:00:00,61 a 70,M,AstraZeneca,Público nacional,0,0,,1.0
37095,04JAN2022:00:00:00,30 o menos,M,AstraZeneca,Público,291,170,,71.0
37096,04JAN2022:00:00:00,30 o menos,M,Sinopharm,Público,421,576,,1.0
37097,04JAN2022:00:00:00,30 o menos,M,Sputnik,Público,35,147,,1.0
37098,04JAN2022:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,1,,0.0
37099,04JAN2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,195,218,,25.0
37109,03JUN2022:00:00:00,30 o menos,M,AstraZeneca,Público,0,22,,60.0
37110,03JUN2022:00:00:00,30 o menos,M,Moderna,Público,21,41,,257.0
37111,03JUN2022:00:00:00,30 o menos,M,Sinopharm,Público,7,39,,1.0
37112,03JUN2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,6.0
37113,03JUN2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,5,0,,6.0
37117,03JUN2022:00:00:00,31 a 40,M,AstraZeneca,Público,0,11,,62.0
37118,03JUN2022:00:00:00,31 a 40,M,Moderna,Público,10,22,,142.0
37119,03JUN2022:00:00:00,31 a 40,M,Sputnik,Público,0,0,,1.0
37120,03JUN2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,8.0
37125,03JUN2022:00:00:00,41 a 50,M,AstraZeneca,Público,0,3,,37.0
37126,03JUN2022:00:00:00,41 a 50,M,Moderna,Público,8,9,,96.0
37127,03JUN2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,3.0
37132,03JUN2022:00:00:00,51 a 60,M,AstraZeneca,Público,0,7,,38.0
37133,03JUN2022:00:00:00,51 a 60,M,Moderna,Público,6,8,,52.0
37134,03JUN2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,2.0
37138,03JUN2022:00:00:00,61 a 70,M,AstraZeneca,Público,0,2,,16.0
37139,03JUN2022:00:00:00,61 a 70,M,Moderna,Público,2,2,,16.0
37140,03JUN2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
37145,03JUN2022:00:00:00,71 a 80,M,AstraZeneca,Público,0,1,,4.0
37146,03JUN2022:00:00:00,71 a 80,M,Moderna,Público,0,0,,14.0
37147,03JUN2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
37153,03JUN2022:00:00:00,81 a 90,M,AstraZeneca,Público,0,0,,5.0
37154,03JUN2022:00:00:00,81 a 90,M,Moderna,Público,1,1,,2.0
37155,27FEB2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,24,,124.0
37161,27FEB2022:00:00:00,51 a 60,M,AstraZeneca,Público,0,0,,1.0
37162,27FEB2022:00:00:00,51 a 60,M,Moderna,Público,4,28,,104.0
37163,27FEB2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,13,,56.0
37167,27FEB2022:00:00:00,61 a 70,M,Moderna,Público,1,6,,89.0
37168,27FEB2022:00:00:00,61 a 70,M,Sputnik,Público,0,1,,0.0
37169,27FEB2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,4,,47.0
37172,27FEB2022:00:00:00,71 a 80,M,Moderna,Público,2,3,,33.0
37173,27FEB2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,8.0
37176,27FEB2022:00:00:00,81 a 90,M,Moderna,Público,0,1,,8.0
37177,27FEB2022:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,5.0
37180,27FEB2022:00:00:00,91 o mas,M,Moderna,Público,0,0,,2.0
37181,27FEB2022:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
37182,17APR2022:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,2.0
37193,26APR2022:00:00:00,30 o menos,M,AstraZeneca,Público,0,2,,3.0
37194,26APR2022:00:00:00,30 o menos,M,Moderna,Público,10,25,,36.0
37195,26APR2022:00:00:00,30 o menos,M,Sinopharm,Público,9,50,,1.0
